   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
   0,             0,               0,              0,         0,           0,          0
   1,             0,               0,              0,         0,           0,          1
   2,             1,               0,              3,         1,           0,          3
   3,             3,               1,              4,         2,           0,          5
   4,             4,               1,              3,         5,           0,          5
   5,             8,               4,              6,         8,           0,          8
   6,            11,               6,              8,        10,           0,         11
   7,            16,              10,             29,        13,           0,         14
   8,            20,              13,             15,        16,           0,         43
   9,            26,              18,             20,        19,           0,         18
  10,            28,              19,             20,        25,           0,         20
  11,            30,              20,             22,        27,           0,         22
  12,            33,              22,             23,        28,           0,         24
  13,            34,              22,             25,        32,           0,         27
  14,            42,              29,             30,        38,           0,         30
  15,            51,              37,             36,        42,           0,         34
  16,            62,              47,             46,        46,           0,         49
  17,            78,              62,             92,        51,           0,         40
  18,            91,              74,             70,        53,           0,         43
  19,            96,              78,             74,        59,           0,         47
  20,           110,              91,             84,        66,           0,         49
  21,           128,             108,            100,        72,           0,         54
  22,           131,             110,            101,        75,           0,         56
  23,           132,             110,            102,        76,           0,         57
  24,           154,             131,            119,        80,           0,         61
  25,           176,             152,            136,        84,           0,         65
  26,           189,             164,            149,        92,           0,         67
  27,           213,             187,            168,        95,           0,         71
  28,           235,             208,            185,       104,           0,         77
  29,           250,             222,            209,       108,           0,         79
  30,           266,             237,            211,       113,           0,        127
  31,           275,             245,            288,       117,           0,        139
  32,           286,             255,            226,       120,           0,         87
  33,           312,             280,            249,       126,           0,        112
  34,           342,             309,            354,       133,           0,         99
  35,           373,             339,            308,       136,           0,        102
  36,           385,             350,            374,       145,           0,        113
  37,           414,             378,            449,       147,           0,        190
  38,           437,             400,            463,       152,           0,        112
  39,           457,             419,            370,       160,           0,        115
  40,           482,             443,            391,       169,           0,        121
  41,           513,             473,            418,       175,           0,        126
  42,           535,             494,            437,       178,           0,        128
  43,           573,             531,            468,       183,           0,        131
  44,           580,             537,            476,       193,           0,        135
  45,           618,             574,            558,       199,           0,        143
  46,           622,             577,            520,       197,           0,        144
  47,           656,             610,            550,       200,           0,        146
  48,           692,             645,            581,       206,           0,        151
  49,           720,             672,            718,       212,           0,        182
  50,           735,             686,            745,       219,           0,        164
  51,           776,             726,            658,       229,           0,        165
  52,           789,             738,            779,       232,           0,        203
  53,           791,             739,           1077,       236,           0,        175
  54,           832,             779,            731,       244,           0,        174
  55,           863,             809,            726,       248,           0,        178
  56,           882,             827,            766,       263,           0,        190
  57,           896,             840,            780,       267,           0,        194
  58,           906,             849,            783,       267,           0,        197
  59,           947,             889,            823,       280,           0,        203
  60,           960,             901,            887,       287,           0,        212
  61,          1020,             961,            898,       289,           0,        211
  62,          1042,             982,            906,       297,           0,        214
  63,          1058,             997,            918,       303,           0,        219
  64,          1060,             998,           1016,       309,           0,        257
  65,          1094,            1031,           1098,       316,           0,        256
  66,          1104,            1040,            976,       318,           0,        247
  67,          1130,            1065,           1020,       325,           0,        247
  68,          1183,            1117,           1101,       335,           0,        246
  69,          1184,            1117,           1034,       339,           0,        246
  70,          1225,            1157,           1077,       343,           0,        250
  71,          1255,            1186,           1168,       350,           0,        256
  72,          1305,            1235,           1223,       361,           0,        269
  73,          1375,            1304,           1308,       368,           0,        350
  74,          1406,            1334,           1261,       370,           0,        338
  75,          1471,            1398,           1344,       373,           0,        274
  76,          1539,            1465,           1362,       382,           0,        277
  77,          1570,            1495,           1399,       390,           0,        282
  78,          1608,            1532,           1416,       397,           0,        289
  79,          1650,            1573,           1473,       402,           0,        290
  80,          1707,            1629,           1513,       413,           0,        327
  81,          1762,            1683,           1648,       418,           0,        302
  82,          1808,            1728,           1595,       423,           0,        312
  83,          1852,            1771,           1684,       431,           0,        311
  84,          1929,            1847,           1734,       436,           0,        320
  85,          1976,            1893,           1941,       439,           0,        319
  86,          1985,            1901,           1881,       452,           0,        324
  87,          2065,            1980,           1845,       464,           0,        331
  88,          2115,            2029,           1894,       473,           0,        337
  89,          2169,            2082,           3273,       477,           0,        344
  90,          2223,            2135,           2415,       484,           0,        349
  91,          2267,            2178,           2107,       492,           0,        359
  92,          2326,            2236,           2342,       487,           0,        833
  93,          2333,            2242,           2106,       492,           0,        355
  94,          2426,            2335,           2142,       497,           0,        353
  95,          2504,            2412,           2236,       504,           0,        362
  96,          2518,            2425,           2329,       509,           0,        368
  97,          2576,            2482,           2326,       516,           0,        399
  98,          2578,            2483,           3216,       524,           0,        509
  99,          2633,            2537,           3047,       535,           0,        385
 100,          2660,            2563,           2400,       544,           0,        392
 101,          2740,            2642,           2463,       550,           0,        389
 102,          2808,            2709,           2485,       559,           0,        391
 103,          2812,            2712,           2480,       564,           0,        394
 104,          2915,            2815,           2584,       574,           0,        387
 105,          2928,            2827,           2514,       582,           0,        393
 106,          3010,            2908,           2584,       581,           0,        394
 107,          3015,            2912,           2588,       585,           0,        396
 108,          3020,            2916,           2592,       597,           0,        404
 109,          3115,            3010,           2683,       602,           0,        407
 110,          3127,            3021,           2683,       606,           0,        430
 111,          3217,            3110,           2711,       608,           0,        404
 112,          3246,            3138,           2806,       629,           0,        413
 113,          3348,            3239,           2844,       637,           0,        419
 114,          3409,            3299,           2969,       640,           0,        423
 115,          3513,            3402,           2990,       656,           0,        428
 116,          3566,            3454,           3026,       657,           0,        431
 117,          3671,            3558,           3077,       664,           0,        436
 118,          3686,            3572,           3182,       671,           0,        441
 119,          3738,            3623,           3184,       684,           0,        447
 120,          3833,            3717,           3252,       686,           0,        451
 121,          3883,            3766,           3272,       693,           0,        455
 122,          3908,            3790,           3437,       697,           0,        462
 123,          3915,            3796,           3293,       708,           0,        466
 124,          4000,            3880,           3359,       713,           0,        467
 125,          4078,            3957,           3509,       720,           0,        472
 126,          4130,            4008,           3468,       729,           0,        475
 127,          4193,            4070,           3639,       734,           0,        480
 128,          4307,            4183,           3617,       742,           0,        484
 129,          4385,            4260,           3761,       750,           0,        570
 130,          4498,            4372,           3818,       752,           0,        494
 131,          4617,            4490,           3957,       759,           0,        531
 132,          4729,            4601,           4668,       764,           0,        540
 133,          4836,            4707,           4411,       774,           0,        546
 134,          4861,            4731,           4337,       778,           0,        541
 135,          4942,            4811,           4383,       790,           0,        533
 136,          5034,            4902,           4350,       797,           0,        537
 137,          5153,            5020,           4453,       807,           0,        530
 138,          5229,            5095,           4442,       814,           0,        569
 139,          5242,            5107,           4419,       818,           0,        536
 140,          5270,            5134,           4657,       824,           0,        569
 141,          5352,            5215,           5114,       833,           0,        619
 142,          5368,            5230,           5329,       838,           0,        597
 143,          5493,            5354,           4914,       849,           0,        587
 144,          5603,            5463,           4987,       861,           0,        601
 145,          5657,            5516,           4968,       866,           0,        664
 146,          5758,            5616,           5032,       876,           0,        591
 147,          5882,            5739,           5156,       882,           0,        633
 148,          5954,            5810,           5182,       885,           0,        597
 149,          6050,            5905,           5411,       893,           0,        647
 150,          6188,            6042,           5828,       894,           0,        672
 151,          6262,            6115,           5625,       901,           0,        625
 152,          6283,            6135,           5636,       911,           0,        630
 153,          6405,            6256,           5615,       921,           0,        624
 154,          6414,            6264,           5589,       929,           0,        622
 155,          6494,            6343,           5621,       933,           0,        627
 156,          6619,            6467,           5723,       951,           0,        619
 157,          6657,            6504,           5613,       960,           0,        627
 158,          6661,            6507,           5657,       961,           0,        624
 159,          6779,            6624,           5764,       971,           0,        631
 160,          6813,            6657,           5790,       983,           0,        638
 161,          6903,            6746,           5895,       990,           0,        645
 162,          7023,            6865,           5918,       999,           0,        650
 163,          7090,            6931,           6020,      1006,           0,        653
 164,          7132,            6972,           6379,      1009,           0,        658
 165,          7146,            6985,           6217,      1017,           0,        679
 166,          7155,            6993,           6191,      1019,           0,        662
 167,          7247,            7084,           6119,      1029,           0,        707
 168,          7351,            7187,           6276,      1041,           0,        678
 169,          7474,            7309,           6997,      1044,           0,        699
 170,          7598,            7432,           6764,      1052,           0,        704
 171,          7712,            7545,           6860,      1056,           0,        707
 172,          7883,            7716,           6960,      1066,           0,        711
 173,          7991,            7823,           7192,      1077,           0,        715
 174,          8012,            7843,           6993,      1089,           0,        779
 175,          8098,            7928,           7102,      1097,           0,        782
 176,          8255,            8084,           7353,      1117,           0,        885
 177,          8346,            8174,           7550,      1124,           0,        746
 178,          8435,            8262,           7467,      1115,           0,        745
 179,          8608,            8434,           7735,      1130,           0,        734
 180,          8681,            8506,           7646,      1136,           0,        755
 181,          8809,            8633,           7884,      1137,           0,        738
 182,          8954,            8777,           7630,      1159,           0,        750
 183,          9100,            8922,           7799,      1162,           0,        789
 184,          9137,            8958,           8016,      1148,           0,        774
 185,          9168,            8988,           8268,      1158,           0,        761
 186,          9297,            9116,           9409,      1174,           0,        849
 187,          9474,            9292,           8836,      1177,           0,        952
 188,          9607,            9424,           8928,      1177,           0,        810
 189,          9735,            9551,           8929,      1191,           0,        818
 190,          9785,            9600,           9404,      1191,           0,        798
 191,          9815,            9629,           8742,      1202,           0,        888
 192,          9870,            9683,           9224,      1212,           0,        838
 193,          9912,            9724,           9634,      1219,           0,        914
 194,         10071,            9882,           9173,      1222,           0,        833
 195,         10107,            9917,           9718,      1231,           0,        861
 196,         10211,           10020,           9459,      1253,           0,        960
 197,         10272,           10080,           9239,      1260,           0,        876
 198,         10343,           10150,          10203,      1259,           0,        873
 199,         10391,           10197,           9686,      1260,           0,        956
 200,         10395,           10200,           9852,      1282,           0,        885
 201,         10537,           10341,          10288,      1292,           0,        891
 202,         10646,           10449,           9942,      1299,           0,        936
 203,         10678,           10480,          10231,      1300,           0,        890
 204,         10790,           10591,          10217,      1314,           0,        950
 205,         10952,           10752,          10566,      1312,           0,        923
 206,         10983,           10782,          10560,      1328,           0,        965
 207,         11012,           10810,          10240,      1332,           0,        943
 208,         11160,           10957,          10237,      1344,           0,        913
 209,         11343,           11139,          10095,      1350,           0,        947
 210,         11491,           11286,          10074,      1364,           0,        896
 211,         11622,           11416,          10242,      1372,           0,        916
 212,         11806,           11599,          10104,      1372,           0,        916
 213,         11968,           11760,          10396,      1383,           0,        925
 214,         12040,           11831,          10679,      1380,           0,        913
 215,         12067,           11857,          12228,      1399,           0,        952
 216,         12070,           11859,          11358,      1408,           0,        957
 217,         12083,           11871,          10869,      1418,           0,        965
 218,         12118,           11905,          10588,      1416,           0,        931
 219,         12152,           11938,          10546,      1429,           0,        916
 220,         12197,           11982,          10467,      1428,           0,       1004
 221,         12396,           12180,          10524,      1428,           0,        916
 222,         12468,           12251,          10665,      1443,           0,        927
 223,         12591,           12373,          11543,      1456,           0,        962
 224,         12633,           12414,          12125,      1476,           0,        975
 225,         12673,           12453,          12012,      1482,           0,       1009
 226,         12779,           12558,          11609,      1492,           0,       1120
 227,         12926,           12704,          11562,      1497,           0,        988
 228,         12972,           12749,          11616,      1504,           0,        994
 229,         13096,           12872,          11607,      1502,           0,        966
 230,         13127,           12902,          12527,      1529,           0,       1048
 231,         13205,           12979,          12345,      1537,           0,       1058
 232,         13341,           13114,          12668,      1538,           0,       1060
 233,         13456,           13228,          13054,      1546,           0,       1066
 234,         13580,           13351,          12456,      1552,           0,       1053
 235,         13739,           13509,          12389,      1559,           0,       1064
 236,         13928,           13697,          12173,      1571,           0,       1030
 237,         14014,           13782,          12331,      1571,           0,       1002
 238,         14030,           13797,          12856,      1589,           0,       1277
 239,         14197,           13963,          13588,      1602,           0,       1086
 240,         14198,           13963,          14322,      1601,           0,       1094
 241,         14363,           14127,          13077,      1610,           0,       1128
 242,         14379,           14142,          12902,      1615,           0,       1092
 243,         14610,           14372,          13230,      1627,           0,       1075
 244,         14710,           14471,          12811,      1630,           0,       1044
 245,         14947,           14707,          13318,      1636,           0,       1054
 246,         15105,           14864,          16016,      1651,           0,       1135
 247,         15307,           15065,          14777,      1658,           0,       1240
 248,         15412,           15169,          14893,      1660,           0,       1160
 249,         15477,           15233,          14184,      1667,           0,       1095
 250,         15490,           15245,          13682,      1681,           0,       1269
 251,         15503,           15257,          16791,      1683,           0,       1230
 252,         15621,           15374,          14332,      1703,           0,       1152
 253,         15769,           15521,          14310,      1703,           0,       1159
 254,         15802,           15553,          14583,      1712,           0,       1121
 255,         15933,           15683,          13994,      1715,           0,       1092
 256,         16183,           15932,          13981,      1734,           0,       1100
 257,         16408,           16156,          14205,      1743,           0,       1183
 258,         16665,           16412,          15707,      1740,           0,       1184
 259,         16796,           16542,          15372,      1754,           0,       1197
 260,         16854,           16599,          15624,      1748,           0,       1253
 261,         17113,           16857,          16271,      1759,           0,       1197
 262,         17342,           17085,          15565,      1776,           0,       1195
 263,         17597,           17339,          15563,      1785,           0,       1275
 264,         17803,           17544,          15622,      1796,           0,       1317
 265,         17876,           17616,          18326,      1803,           0,       1216
 266,         17925,           17664,          16138,      1804,           0,       1180
 267,         18047,           17785,          18427,      1823,           0,       1255
 268,         18259,           17996,          16613,      1816,           0,       1231
 269,         18350,           18086,          16482,      1826,           0,       1433
 270,         18510,           18245,          19537,      1847,           0,       1267
 271,         18687,           18421,          17260,      1848,           0,       1296
 272,         18949,           18682,          17492,      1868,           0,       1325
 273,         18988,           18720,          17518,      1876,           0,       1267
 274,         19048,           18779,          16839,      1879,           0,       1228
 275,         19146,           18876,          17110,      1889,           0,       1344
 276,         19338,           19067,          18326,      1895,           0,       1243
 277,         19443,           19171,          17344,      1907,           0,       1244
 278,         19464,           19191,          17429,      1905,           0,       1245
 279,         19523,           19249,          17055,      1914,           0,       1254
 280,         19673,           19398,          17230,      1919,           0,       1225
 281,         19787,           19511,          16883,      1925,           0,       1230
 282,         20023,           19746,          17147,      1947,           0,       1276
 283,         20118,           19840,          19318,      1948,           0,       1582
 284,         20314,           20035,          18955,      1956,           0,       1317
 285,         20320,           20040,          18263,      1965,           0,       1322
 286,         20573,           20292,          19240,      1975,           0,       1436
 287,         20582,           20300,          19158,      1989,           0,       1322
 288,         20603,           20320,          19208,      1992,           0,       1350
 289,         20724,           20440,          18928,      2001,           0,       1311
 290,         20929,           20644,          18646,      2013,           0,       1358
 291,         21152,           20866,          18254,      2019,           0,       1287
 292,         21410,           21123,          18570,      2032,           0,       1288
 293,         21682,           21394,          18650,      2036,           0,       1294
 294,         21843,           21554,          21623,      2045,           0,       1435
 295,         21889,           21599,          19721,      2067,           0,       1389
 296,         22050,           21759,          19333,      2050,           0,       1343
 297,         22113,           21821,          18893,      2061,           0,       1308
 298,         22281,           21988,          19041,      2070,           0,       1315
 299,         22519,           22225,          21707,      2082,           0,       1436
 300,         22660,           22365,          20940,      2096,           0,       1411
 301,         22837,           22541,          20506,      2099,           0,       1413
 302,         23000,           22703,          19957,      2105,           0,       1339
 303,         23234,           22936,          19802,      2111,           0,       1340
 304,         23500,           23201,          20357,      2118,           0,       1347
 305,         23716,           23416,          20392,      2124,           0,       1351
 306,         23835,           23534,          21034,      2146,           0,       1474
 307,         23868,           23566,          20871,      2147,           0,       1647
 308,         23956,           23653,          22054,      2166,           0,       1451
 309,         24159,           23855,          21482,      2171,           0,       1411
 310,         24283,           23978,          21557,      2167,           0,       1378
 311,         24463,           24157,          21064,      2182,           0,       1385
 312,         24640,           24333,          23151,      2195,           0,       1626
 313,         24713,           24405,          22214,      2207,           0,       1443
 314,         24913,           24604,          21574,      2211,           0,       1444
 315,         25215,           24905,          21773,      2222,           0,       1407
 316,         25412,           25101,          22379,      2231,           0,       1505
 317,         25450,           25138,          22515,      2235,           0,       1468
 318,         25563,           25250,          25073,      2247,           0,       1514
 319,         25664,           25350,          23834,      2262,           0,       1520
 320,         25723,           25408,          40417,      2264,           0,       1521
 321,         25726,           25410,          24146,      2273,           0,       1530
 322,         25838,           25521,          24368,      2284,           0,       1557
 323,         26112,           25794,          23018,      2293,           0,       1488
 324,         26117,           25798,          24718,      2307,           0,       1776
 325,         26323,           26003,          23880,      2320,           0,       1594
 326,         26505,           26184,          24107,      2323,           0,       1563
 327,         26575,           26253,          23121,      2328,           0,       1546
 328,         26701,           26378,          24457,      2335,           0,       2211
 329,         26782,           26458,          27426,      2344,           0,       1595
 330,         26802,           26477,          24840,      2345,           0,       1576
 331,         27120,           26794,          24187,      2360,           0,       1534
 332,         27125,           26798,          23514,      2350,           0,       1522
 333,         27374,           27046,          23555,      2363,           0,       1492
 334,         27404,           27075,          23570,      2384,           0,       1507
 335,         27492,           27162,          26227,      2390,           0,       1632
 336,         27510,           27179,          25018,      2409,           0,       1622
 337,         27759,           27427,          25191,      2421,           0,       1627
 338,         27898,           27565,          25346,      2421,           0,       1643
 339,         27964,           27630,          25371,      2431,           0,       1636
 340,         28161,           27826,          24948,      2437,           0,       1586
 341,         28339,           28003,          24995,      2439,           0,       1699
 342,         28539,           28202,          27065,      2440,           0,       1666
 343,         28844,           28506,          25656,      2460,           0,       1558
 344,         28864,           28525,          24883,      2476,           0,       1601
 345,         28870,           28530,          24821,      2486,           0,       1564
 346,         29148,           28807,          25264,      2492,           0,       1571
 347,         29470,           29128,          25764,      2504,           0,       1867
 348,         29595,           29252,          25658,      2508,           0,       1584
 349,         29832,           29488,          25748,      2515,           0,       1586
 350,         30163,           29818,          27837,      2522,           0,       1729
 351,         30196,           29850,          27822,      2543,           0,       1650
 352,         30502,           30155,          26928,      2550,           0,       1644
 353,         30661,           30313,          26585,      2562,           0,       1805
 354,         30999,           30650,          26746,      2574,           0,       1616
 355,         31235,           30885,          27060,      2575,           0,       1622
 356,         31469,           31118,          27048,      2572,           0,       1657
 357,         31496,           31144,          27213,      2585,           0,       1672
 358,         31581,           31228,          27070,      2596,           0,       1633
 359,         31903,           31549,          27425,      2613,           0,       1642
 360,         31975,           31620,          27467,      2614,           0,       1797
 361,         32202,           31846,          27745,      2621,           0,       1655
 362,         32492,           32135,          27965,      2624,           0,       1648
 363,         32704,           32346,          28928,      2623,           0,       1912
 364,         33028,           32669,          30584,      2667,           0,       2359
 365,         33065,           32705,          30354,      2670,           0,       1731
 366,         33324,           32963,          29562,      2671,           0,       1889
 367,         33516,           33154,          32231,      2685,           0,       1790
 368,         33529,           33166,          29166,      2671,           0,       1686
 369,         33717,           33353,          29062,      2680,           0,       1783
 370,         33913,           33548,          30012,      2684,           0,       1693
 371,         33997,           33631,          29550,      2693,           0,       1698
 372,         34205,           33838,          29940,      2708,           0,       1847
 373,         34466,           34098,          31667,      2720,           0,       1902
 374,         34522,           34153,          32031,      2737,           0,       1851
 375,         34531,           34161,          30049,      2730,           0,       1754
 376,         34589,           34218,          29915,      2734,           0,       1730
 377,         34803,           34431,          31068,      2746,           0,       1781
 378,         35062,           34689,          30396,      2768,           0,       1745
 379,         35257,           34883,          31426,      2767,           0,       1929
 380,         35567,           35192,          33758,      2775,           0,       2030
 381,         35938,           35562,          32367,      2774,           0,       1931
 382,         36039,           35662,          32555,      2792,           0,       1805
 383,         36421,           36043,          31869,      2805,           0,       1770
 384,         36746,           36367,          32036,      2803,           0,       1764
 385,         36972,           36592,          32096,      2812,           0,       1851
 386,         37178,           36797,          33371,      2822,           0,       1872
 387,         37310,           36928,          33711,      2836,           0,       1840
 388,         37429,           37046,          35181,      2836,           0,       1894
 389,         37507,           37123,          33600,      2841,           0,       1905
 390,         37838,           37453,          34023,      2859,           0,       1849
 391,         37984,           37598,          33487,      2865,           0,       1858
 392,         38182,           37795,          33326,      2877,           0,       1816
 393,         38499,           38111,          33188,      2886,           0,       1848
 394,         38817,           38428,          36608,      2912,           0,       2024
 395,         39153,           38763,          37796,      2910,           0,       1884
 396,         39259,           38868,          36516,      2917,           0,       1945
 397,         39562,           39170,          34964,      2932,           0,       1890
 398,         39955,           39562,          34839,      2925,           0,       1936
 399,         40252,           39858,          34712,      2924,           0,       2033
 400,         40513,           40118,          35156,      2966,           0,       1860
 401,         40634,           40238,          35211,      2974,           0,       1874
 402,         40717,           40320,          38184,      2961,           0,       1967
 403,         40951,           40553,          36286,      2969,           0,       1903
 404,         41354,           40956,          35902,      2986,           0,       1878
 405,         41362,           40963,          36813,      3003,           0,       2022
 406,         41431,           41031,          39511,      3011,           0,       2088
 407,         41509,           41108,          38269,      3007,           0,       1952
 408,         41828,           41426,          36623,      3025,           0,       1961
 409,         42131,           41728,          39095,      3035,           0,       2016
 410,         42475,           42071,          37451,      3031,           0,       1941
 411,         42871,           42466,          37354,      3042,           0,       1915
 412,         43063,           42657,          37391,      3062,           0,       1919
 413,         43172,           42765,          37874,      3082,           0,       2119
 414,         43199,           42791,          39265,      3067,           0,       1998
 415,         43481,           43072,          38648,      3076,           0,       2072
 416,         43544,           43134,          37806,      3093,           0,       1938
 417,         43648,           43237,          38967,      3101,           0,       2392
 418,         43872,           43460,          40520,      3110,           0,       2015
 419,         43979,           43566,          40179,      3126,           0,       2072
 420,         44099,           43685,          41072,      3136,           0,       2099
 421,         44243,           43828,          39396,      3143,           0,       2230
 422,         44443,           44027,          42726,      3155,           0,       2038
 423,         44572,           44155,          39284,      3157,           0,       2126
 424,         44961,           44543,          39444,      3163,           0,       2099
 425,         45218,           44799,          39026,      3175,           0,       2005
 426,         45420,           45000,          42699,      3185,           0,       2373
 427,         45482,           45061,          40941,      3194,           0,       2097
 428,         45531,           45109,          39829,      3192,           0,       2053
 429,         45699,           45276,          39994,      3205,           0,       2110
 430,         45713,           45289,          39626,      3208,           0,       2137
 431,         45755,           45330,          43087,      3218,           0,       2169
 432,         45808,           45382,          42230,      3242,           0,       2088
 433,         46132,           45705,          40752,      3253,           0,       2039
 434,         46327,           45899,          43231,      3260,           0,       2133
 435,         46383,           45954,          41661,      3266,           0,       2050
 436,         46533,           46103,          40794,      3271,           0,       2092
 437,         46714,           46283,          40331,      3281,           0,       2112
 438,         46827,           46395,          40330,      3295,           0,       2060
 439,         46950,           46517,          41000,      3293,           0,       2436
 440,         46984,           46550,          41186,      3306,           0,       2076
 441,         47226,           46791,          40863,      3316,           0,       2077
 442,         47280,           46844,          41704,      3307,           0,       2074
 443,         47294,           46857,          43722,      3310,           0,       2197
 444,         47481,           47043,          47533,      3332,           0,       2193
 445,         47907,           47468,          46811,      3331,           0,       2229
 446,         48298,           47858,          44376,      3352,           0,       2269
 447,         48726,           48285,          42618,      3368,           0,       2147
 448,         49080,           48638,          43353,      3393,           0,       2159
 449,         49407,           48964,          43324,      3400,           0,       2161
 450,         49779,           49335,          45969,      3402,           0,       2277
 451,         50229,           49784,          48766,      3402,           0,       2341
 452,         50238,           49792,          45949,      3426,           0,       2145
 453,         50362,           49915,          45233,      3427,           0,       2151
 454,         50539,           50091,          44149,      3426,           0,       2204
 455,         50705,           50256,          44299,      3445,           0,       2219
 456,         51056,           50606,          45578,      3462,           0,       2240
 457,         51376,           50925,          49586,      3465,           0,       2380
 458,         51488,           51036,          49468,      3471,           0,       2346
 459,         51930,           51477,          54394,      3476,           0,       2417
 460,         52211,           51757,          51356,      3507,           0,       2367
 461,         52312,           51857,          54809,      3513,           0,       3272
 462,         52337,           51881,          56344,      3506,           0,       2341
 463,         52799,           52343,          52811,      3521,           0,       3091
 464,         53153,           52696,          54352,      3528,           0,       2466
 465,         53192,           52734,          51861,      3535,           0,       4013
 466,         53218,           52759,          62411,      3537,           0,       2382
 467,         53227,           52767,          57883,      3549,           0,       2352
 468,         53438,           52977,          54536,      3559,           0,       2549
 469,         53485,           53023,          48615,      3562,           0,       2694
 470,         53747,           53284,          49777,      3584,           0,       2248
 471,         54169,           53705,          49027,      3585,           0,       2468
 472,         54200,           53735,          50435,      3613,           0,       2322
 473,         54556,           54090,          47680,      3618,           0,       2260
 474,         54867,           54400,          50706,      3601,           0,       2408
 475,         55113,           54645,          49710,      3624,           0,       2270
 476,         55459,           54990,          48567,      3633,           0,       2444
 477,         55930,           55460,          51323,      3640,           0,       4666
 478,         55935,           55464,          51737,      3658,           0,       2351
 479,         56222,           55750,          49957,      3679,           0,       2338
 480,         56383,           55910,          50184,      3671,           0,       2379
 481,         56832,           56358,          49813,      3678,           0,       2331
 482,         57118,           56643,          49962,      3693,           0,       2306
 483,         57196,           56720,          56662,      3706,           0,       2382
 484,         57220,           56743,          51260,      3693,           0,       2316
 485,         57395,           56917,          54243,      3702,           0,       2462
 486,         57517,           57038,          52951,      3721,           0,       2329
 487,         57601,           57121,          52156,      3737,           0,       2458
 488,         57607,           57126,          53884,      3733,           0,       2476
 489,         57824,           57342,          53704,      3745,           0,       2538
 490,         57908,           57425,          53833,      3749,           0,       2497
 491,         58281,           57797,          54041,      3774,           0,       2500
 492,         58762,           58277,          54078,      3774,           0,       2360
 493,         59007,           58521,          52650,      3781,           0,       2394
 494,         59048,           58561,          53107,      3788,           0,       2473
 495,         59234,           58746,          55433,      3808,           0,       2537
 496,         59578,           59089,          54666,      3811,           0,       2400
 497,         59838,           59348,          53325,      3820,           0,       2445
 498,         60039,           59548,          55051,      3832,           0,       2626
 499,         60278,           59786,          56761,      3841,           0,       2629
