   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 500,         60441,           59948,          61076,      3855,           0,       2562
 501,         60642,           60148,          60184,      3863,           0,       2470
 502,         61134,           60639,          54660,      3858,           0,       2405
 503,         61179,           60683,          53743,      3868,           0,       2448
 504,         61482,           60985,          53693,      3903,           0,       2427
 505,         61583,           61085,          54128,      3906,           0,       2645
 506,         61942,           61443,          54440,      3910,           0,       2431
 507,         62295,           61795,          54919,      3905,           0,       2473
 508,         62685,           62184,          54646,      3924,           0,       2608
 509,         63023,           62521,          55490,      3928,           0,       2546
 510,         63265,           62762,          55740,      3939,           0,       2454
 511,         63291,           62787,          56085,      3935,           0,       2573
 512,         63644,           63139,          55618,      3957,           0,       2458
 513,         64116,           63610,          56772,      3967,           0,       2566
 514,         64133,           63626,          55950,      3979,           0,       2505
 515,         64411,           63903,          57274,      3997,           0,       2656
 516,         64865,           64356,          56529,      3991,           0,       2510
 517,         65286,           64776,          57165,      4008,           0,       2515
 518,         65525,           65014,          57158,      4018,           0,       2552
 519,         65633,           65121,          65028,      4024,           0,       2704
 520,         66017,           65504,          59944,      4015,           0,       2718
 521,         66514,           66000,          59422,      4028,           0,       2576
 522,         66648,           66133,          59004,      4042,           0,       2545
 523,         67065,           66549,          59326,      4058,           0,       2557
 524,         67150,           66633,          59747,      4070,           0,       2594
 525,         67218,           66700,          58919,      4086,           0,       2574
 526,         67512,           66993,          59822,      4087,           0,       2574
 527,         67993,           67473,          59864,      4100,           0,       2830
 528,         68223,           67702,          60160,      4103,           0,       2616
 529,         68454,           67932,          59760,      4116,           0,       2588
 530,         68637,           68114,          60065,      4132,           0,       2630
 531,         69139,           68615,          61717,      4132,           0,       2607
 532,         69502,           68977,          61575,      4135,           0,       2861
 533,         69919,           69393,          61079,      4146,           0,       2607
 534,         70080,           69553,          62281,      4160,           0,       2619
 535,         70591,           70063,          69524,      4176,           0,       2815
 536,         70701,           70172,          63442,      4162,           0,       2742
 537,         70708,           70178,          62304,      4173,           0,       2630
 538,         70864,           70333,          61877,      4179,           0,       2665
 539,         71311,           70779,          63032,      4204,           0,       2685
 540,         71551,           71018,          62222,      4225,           0,       2695
 541,         71690,           71156,          63678,      4236,           0,       2913
 542,         72072,           71537,          63907,      4244,           0,       2665
 543,         72551,           72015,          63643,      4244,           0,       2752
 544,         72660,           72123,          63616,      4273,           0,       2681
 545,         73016,           72478,          63794,      4283,           0,       2692
 546,         73377,           72838,          65454,      4272,           0,       2722
 547,         73392,           72852,          65541,      4293,           0,       2836
 548,         73399,           72858,          65384,      4299,           0,       2703
 549,         73823,           73281,          65426,      4307,           0,       2749
 550,         74018,           73475,          71939,      4323,           0,       2896
 551,         74291,           73747,          65646,      4328,           0,       2717
 552,         74371,           73826,          65413,      4334,           0,       2769
 553,         74564,           74018,          67364,      4342,           0,       2923
 554,         74914,           74367,          65973,      4348,           0,       2733
 555,         75396,           74848,          65915,      4363,           0,       2770
 556,         75576,           75027,          66358,      4378,           0,       2748
 557,         76119,           75569,          67200,      4380,           0,       2899
 558,         76129,           75578,          66681,      4371,           0,       2745
 559,         76681,           76129,          67085,      4401,           0,       2757
 560,         76863,           76310,          68821,      4389,           0,       2841
 561,         77067,           76513,          67987,      4403,           0,       2765
 562,         77201,           76646,          67399,      4407,           0,       2771
 563,         77480,           76924,          68114,      4430,           0,       3019
 564,         77896,           77339,          68696,      4431,           0,       2790
 565,         78429,           77871,          80588,      4444,           0,       2960
 566,         78465,           77906,          71419,      4462,           0,       2876
 567,         78692,           78132,          70615,      4470,           0,       2923
 568,         78735,           78174,          71269,      4483,           0,       2969
 569,         79248,           78686,          70126,      4491,           0,       2831
 570,         79483,           78920,          70069,      4485,           0,       2823
 571,         79918,           79354,          71799,      4506,           0,       3002
 572,         80441,           79876,          73237,      4529,           0,       2846
 573,         80799,           80233,          70569,      4534,           0,       3268
 574,         81321,           80754,          72976,      4556,           0,       2894
 575,         81779,           81211,          71732,      4554,           0,       3648
 576,         82153,           81584,          75494,      4553,           0,       2897
 577,         82670,           82100,          72515,      4564,           0,       2868
 578,         83164,           82593,          72824,      4572,           0,       2912
 579,         83188,           82616,          82558,      4579,           0,       3041
 580,         83543,           82970,          75791,      4595,           0,       2890
 581,         83801,           83227,          75330,      4602,           0,       3267
 582,         84361,           83786,          76386,      4621,           0,       2963
 583,         84648,           84072,          74617,      4616,           0,       2937
 584,         84660,           84083,          73984,      4647,           0,       3022
 585,         84829,           84251,          77085,      4651,           0,       3092
 586,         85383,           84804,          75718,      4656,           0,       3151
 587,         85563,           84983,          77184,      4669,           0,       3022
 588,         85869,           85288,          75073,      4674,           0,       2936
 589,         85964,           85382,          74952,      4692,           0,       2974
 590,         86545,           85962,          76371,      4710,           0,       2948
 591,         86889,           86305,          82324,      4723,           0,       3129
 592,         87434,           86849,          87215,      4705,           0,       3191
 593,         88020,           87434,          77712,      4712,           0,       2964
 594,         88607,           88020,          77719,      4715,           0,       2955
 595,         88848,           88260,          79222,      4733,           0,       3056
 596,         89092,           88503,          78809,      4738,           0,       3107
 597,         89542,           88952,          78230,      4752,           0,       3083
 598,         89606,           89015,          78319,      4772,           0,       3029
 599,         90146,           89554,          83169,      4771,           0,       3031
 600,         90335,           89742,          81358,      4789,           0,       3042
 601,         90453,           89859,          79140,      4797,           0,       3038
 602,         91004,           90409,          79747,      4805,           0,       3057
 603,         91169,           90573,          80749,      4810,           0,       3061
 604,         91532,           90935,          88315,      4807,           0,       3248
 605,         91625,           91027,          81101,      4809,           0,       3018
 606,         91984,           91385,          86288,      4826,           0,       3143
 607,         92069,           91469,          86298,      4850,           0,       3124
 608,         92359,           91758,          81464,      4855,           0,       3173
 609,         92845,           92243,          81739,      4866,           0,       3108
 610,         93129,           92526,          82509,      4877,           0,       3278
 611,         93522,           92918,          83220,      4875,           0,       3140
 612,         93986,           93381,          85770,      4899,           0,       3082
 613,         94534,           93928,          83240,      4916,           0,       3242
 614,         94804,           94197,          84271,      4920,           0,       3098
 615,         95077,           94469,          83449,      4932,           0,       3095
 616,         95460,           94851,          95782,      4945,           0,       3326
 617,         96021,           95411,          84976,      4947,           0,       3103
 618,         96432,           95821,          85402,      4960,           0,       3184
 619,         96635,           96023,          87197,      4982,           0,       3116
 620,         96646,           96033,          85250,      4969,           0,       3153
 621,         96968,           96354,          86092,      4976,           0,       3170
 622,         97064,           96449,          86445,      4980,           0,       3164
 623,         97511,           96895,          86020,      5001,           0,       3178
 624,         97696,           97079,          85798,      5024,           0,       3190
 625,         98147,           97529,          86187,      5034,           0,       3192
 626,         98681,           98062,          86490,      5043,           0,       3244
 627,         98758,           98138,          87666,      5044,           0,       3165
 628,         98851,           98230,          97406,      5043,           0,       3249
 629,         99176,           98554,          88471,      5055,           0,       3167
 630,         99581,           98958,          89476,      5075,           0,       3361
 631,         99958,           99334,          90325,      5091,           0,       3198
 632,        100110,           99485,          89845,      5089,           0,       3567
 633,        100431,           99805,          89226,      5096,           0,       3283
 634,        100917,          100290,          96532,      5108,           0,       3417
 635,        101111,          100483,          93147,      5110,           0,       3203
 636,        101651,          101022,          89107,      5121,           0,       3211
 637,        101765,          101135,          88889,      5143,           0,       3254
 638,        102066,          101435,          90385,      5141,           0,       3218
 639,        102544,          101912,          97221,      5177,           0,       3314
 640,        102630,          101997,          90333,      5171,           0,       3270
 641,        102873,          102239,          90137,      5179,           0,       3281
 642,        103274,          102639,          90652,      5199,           0,       3250
 643,        103632,          102996,          91674,      5222,           0,       3263
 644,        103654,          103017,          92115,      5203,           0,       3448
 645,        103720,          103082,          90713,      5210,           0,       3304
 646,        104154,          103515,          93083,      5235,           0,       3555
 647,        104755,          104115,          94551,      5230,           0,       3277
 648,        105020,          104379,          93082,      5255,           0,       3689
 649,        105338,          104696,          94655,      5262,           0,       3331
 650,        105345,          104702,         103110,      5287,           0,       3535
 651,              ,                ,               ,      5281,           0,       3597
 652,              ,                ,               ,      5291,           0,       3560
 653,              ,                ,               ,      5300,           0,       3489
 654,              ,                ,               ,      5290,           0,       3479
 655,              ,                ,               ,      5317,           0,       3711
 656,              ,                ,               ,      5335,           0,       5537
 657,              ,                ,               ,      5347,           0,       3530
 658,              ,                ,               ,      5361,           0,       3576
 659,              ,                ,               ,      5364,           0,       3809
 660,              ,                ,               ,      5337,           0,       3592
 661,              ,                ,               ,      5345,           0,       3724
 662,              ,                ,               ,      5377,           0,       3544
 663,              ,                ,               ,      5394,           0,       3568
 664,              ,                ,               ,      5384,           0,       3700
 665,              ,                ,               ,      5391,           0,       3796
 666,              ,                ,               ,      5393,           0,       3631
 667,              ,                ,               ,      5414,           0,       3567
 668,              ,                ,               ,      5452,           0,       3581
 669,              ,                ,               ,      5455,           0,       3597
 670,              ,                ,               ,      5454,           0,       3675
 671,              ,                ,               ,      5469,           0,       3507
 672,              ,                ,               ,      5491,           0,       3561
 673,              ,                ,               ,      5500,           0,       3523
 674,              ,                ,               ,      5503,           0,       3530
 675,              ,                ,               ,      5519,           0,       3444
 676,              ,                ,               ,      5519,           0,       3659
 677,              ,                ,               ,      5523,           0,       3479
 678,              ,                ,               ,      5541,           0,       3449
 679,              ,                ,               ,      5557,           0,       3464
 680,              ,                ,               ,      5549,           0,       3967
 681,              ,                ,               ,      5555,           0,       3913
 682,              ,                ,               ,      5571,           0,       3529
 683,              ,                ,               ,      5578,           0,       3614
 684,              ,                ,               ,      5587,           0,       3585
 685,              ,                ,               ,      5606,           0,       3733
 686,              ,                ,               ,      5633,           0,       3612
 687,              ,                ,               ,      5614,           0,       3592
 688,              ,                ,               ,      5625,           0,       3504
 689,              ,                ,               ,      5639,           0,       3525
 690,              ,                ,               ,      5658,           0,       3524
 691,              ,                ,               ,      5678,           0,       3571
 692,              ,                ,               ,      5682,           0,       3535
 693,              ,                ,               ,      5679,           0,       3732
 694,              ,                ,               ,      5688,           0,       3637
 695,              ,                ,               ,      5704,           0,       3568
 696,              ,                ,               ,      5706,           0,       3601
 697,              ,                ,               ,      5722,           0,       3615
 698,              ,                ,               ,      5726,           0,       3573
 699,              ,                ,               ,      5750,           0,       3584
 700,              ,                ,               ,      5753,           0,       3614
 701,              ,                ,               ,      5758,           0,       3579
 702,              ,                ,               ,      5775,           0,       3663
 703,              ,                ,               ,      5790,           0,       3633
 704,              ,                ,               ,      5804,           0,       3600
 705,              ,                ,               ,      5813,           0,       3606
 706,              ,                ,               ,      5821,           0,       3617
 707,              ,                ,               ,      5819,           0,       3726
 708,              ,                ,               ,      5838,           0,       3746
 709,              ,                ,               ,      5858,           0,       3641
 710,              ,                ,               ,      5848,           0,       3631
 711,              ,                ,               ,      5859,           0,       3762
 712,              ,                ,               ,      5862,           0,       3867
 713,              ,                ,               ,      5863,           0,       3655
 714,              ,                ,               ,      5886,           0,       3700
 715,              ,                ,               ,      5896,           0,       3937
 716,              ,                ,               ,      5903,           0,       3677
 717,              ,                ,               ,      5926,           0,       3727
 718,              ,                ,               ,      5928,           0,       3759
 719,              ,                ,               ,      5931,           0,       3812
 720,              ,                ,               ,      5938,           0,       3775
 721,              ,                ,               ,      5952,           0,       3709
 722,              ,                ,               ,      5945,           0,       3736
 723,              ,                ,               ,      5976,           0,       3850
 724,              ,                ,               ,      5973,           0,       3803
 725,              ,                ,               ,      5972,           0,       3771
 726,              ,                ,               ,      5996,           0,       3735
 727,              ,                ,               ,      5993,           0,       3823
 728,              ,                ,               ,      6035,           0,       3797
 729,              ,                ,               ,      6047,           0,       3757
 730,              ,                ,               ,      6049,           0,       3798
 731,              ,                ,               ,      6054,           0,       3772
 732,              ,                ,               ,      6076,           0,       4100
 733,              ,                ,               ,      6082,           0,       3924
 734,              ,                ,               ,      6086,           0,       3882
 735,              ,                ,               ,      6103,           0,       3984
 736,              ,                ,               ,      6079,           0,       3965
 737,              ,                ,               ,      6087,           0,       3787
 738,              ,                ,               ,      6085,           0,       3825
 739,              ,                ,               ,      6105,           0,       3799
 740,              ,                ,               ,      6107,           0,       3984
 741,              ,                ,               ,      6122,           0,       3951
 742,              ,                ,               ,      6156,           0,       3961
 743,              ,                ,               ,      6136,           0,       4027
 744,              ,                ,               ,      6158,           0,       3993
 745,              ,                ,               ,      6173,           0,       4117
 746,              ,                ,               ,      6189,           0,       3949
 747,              ,                ,               ,      6199,           0,       3957
 748,              ,                ,               ,      6208,           0,       3896
 749,              ,                ,               ,      6204,           0,       3865
 750,              ,                ,               ,      6216,           0,       3870
 751,              ,                ,               ,      6226,           0,       3999
 752,              ,                ,               ,      6225,           0,       3890
 753,              ,                ,               ,      6236,           0,       3881
 754,              ,                ,               ,      6263,           0,       4014
 755,              ,                ,               ,      6264,           0,       3899
 756,              ,                ,               ,      6283,           0,       3946
 757,              ,                ,               ,      6304,           0,       4117
 758,              ,                ,               ,      6300,           0,       4021
 759,              ,                ,               ,      6304,           0,       4145
 760,              ,                ,               ,      6330,           0,       3926
 761,              ,                ,               ,      6331,           0,       3964
 762,              ,                ,               ,      6323,           0,       3926
 763,              ,                ,               ,      6337,           0,       3942
 764,              ,                ,               ,      6355,           0,       3989
 765,              ,                ,               ,      6363,           0,       4103
 766,              ,                ,               ,      6382,           0,       4002
 767,              ,                ,               ,      6383,           0,       4045
 768,              ,                ,               ,      6382,           0,       4068
 769,              ,                ,               ,      6393,           0,       4018
 770,              ,                ,               ,      6416,           0,       4119
 771,              ,                ,               ,      6421,           0,       4024
 772,              ,                ,               ,      6437,           0,       3993
 773,              ,                ,               ,      6458,           0,       4006
 774,              ,                ,               ,      6464,           0,       4123
 775,              ,                ,               ,      6469,           0,       4027
 776,              ,                ,               ,      6491,           0,       4104
 777,              ,                ,               ,      6497,           0,       4033
 778,              ,                ,               ,      6463,           0,       4019
 779,              ,                ,               ,      6482,           0,       4065
 780,              ,                ,               ,      6504,           0,       4121
 781,              ,                ,               ,      6512,           0,       4041
 782,              ,                ,               ,      6534,           0,       4279
 783,              ,                ,               ,      6539,           0,       4199
 784,              ,                ,               ,      6550,           0,       4119
 785,              ,                ,               ,      6566,           0,       4114
 786,              ,                ,               ,      6569,           0,       4152
 787,              ,                ,               ,      6581,           0,       4090
 788,              ,                ,               ,      6611,           0,       4096
 789,              ,                ,               ,      6619,           0,       4143
 790,              ,                ,               ,      6618,           0,       4183
 791,              ,                ,               ,      6622,           0,       4147
 792,              ,                ,               ,      6638,           0,       4118
 793,              ,                ,               ,      6654,           0,       4128
 794,              ,                ,               ,      6660,           0,       4204
 795,              ,                ,               ,      6672,           0,       4149
 796,              ,                ,               ,      6672,           0,       4184
 797,              ,                ,               ,      6675,           0,       4230
 798,              ,                ,               ,      6678,           0,       4157
 799,              ,                ,               ,      6708,           0,       4203
 800,              ,                ,               ,      6726,           0,       4180
 801,              ,                ,               ,      6738,           0,       4226
 802,              ,                ,               ,      6743,           0,       4196
 803,              ,                ,               ,      6765,           0,       4194
 804,              ,                ,               ,      6727,           0,       4443
 805,              ,                ,               ,      6741,           0,       4218
 806,              ,                ,               ,      6755,           0,       4265
 807,              ,                ,               ,      6786,           0,       4203
 808,              ,                ,               ,      6799,           0,       4399
 809,              ,                ,               ,      6803,           0,       4225
 810,              ,                ,               ,      6809,           0,       4225
 811,              ,                ,               ,      6844,           0,       4317
 812,              ,                ,               ,      6837,           0,       4399
 813,              ,                ,               ,      6846,           0,       4364
 814,              ,                ,               ,      6840,           0,       4242
 815,              ,                ,               ,      6851,           0,       4289
 816,              ,                ,               ,      6877,           0,       4263
 817,              ,                ,               ,      6888,           0,       4276
 818,              ,                ,               ,      6906,           0,       4662
 819,              ,                ,               ,      6916,           0,       4400
 820,              ,                ,               ,      6914,           0,       4478
 821,              ,                ,               ,      6922,           0,       4433
 822,              ,                ,               ,      6927,           0,       4427
 823,              ,                ,               ,      6913,           0,       4419
 824,              ,                ,               ,      6956,           0,       4431
 825,              ,                ,               ,      6960,           0,       4353
 826,              ,                ,               ,      6996,           0,       4645
 827,              ,                ,               ,      6996,           0,       4417
 828,              ,                ,               ,      6980,           0,       4425
 829,              ,                ,               ,      7008,           0,       4743
 830,              ,                ,               ,      7012,           0,       4462
 831,              ,                ,               ,      6981,           0,       4446
 832,              ,                ,               ,      7026,           0,       4426
 833,              ,                ,               ,      7034,           0,       4569
 834,              ,                ,               ,      7049,           0,       4410
 835,              ,                ,               ,      7061,           0,       4376
 836,              ,                ,               ,      7062,           0,       4508
 837,              ,                ,               ,      7080,           0,       4478
 838,              ,                ,               ,      7094,           0,       4474
 839,              ,                ,               ,      7097,           0,       4400
 840,              ,                ,               ,      7103,           0,       4501
 841,              ,                ,               ,      7124,           0,       4457
 842,              ,                ,               ,      7137,           0,       4477
 843,              ,                ,               ,      7155,           0,       4476
 844,              ,                ,               ,      7169,           0,       4451
 845,              ,                ,               ,      7184,           0,       4489
 846,              ,                ,               ,      7172,           0,       4456
 847,              ,                ,               ,      7153,           0,       4635
 848,              ,                ,               ,      7187,           0,       4537
 849,              ,                ,               ,      7196,           0,       4462
 850,              ,                ,               ,      7203,           0,       4503
 851,              ,                ,               ,      7229,           0,       4481
 852,              ,                ,               ,      7213,           0,       4523
 853,              ,                ,               ,      7227,           0,       4492
 854,              ,                ,               ,      7246,           0,       4629
 855,              ,                ,               ,      7267,           0,       4551
 856,              ,                ,               ,      7249,           0,       4495
 857,              ,                ,               ,      7259,           0,       4540
 858,              ,                ,               ,      7279,           0,       4517
 859,              ,                ,               ,      7296,           0,       4559
 860,              ,                ,               ,      7305,           0,       4545
 861,              ,                ,               ,      7303,           0,       4935
 862,              ,                ,               ,      7318,           0,       4659
 863,              ,                ,               ,      7322,           0,       4706
 864,              ,                ,               ,      7370,           0,       5527
 865,              ,                ,               ,      7379,           0,       5929
 866,              ,                ,               ,      7376,           0,       5271
 867,              ,                ,               ,      7407,           0,       4856
 868,              ,                ,               ,      7391,           0,       5172
 869,              ,                ,               ,      7413,           0,       5064
 870,              ,                ,               ,      7414,           0,       5169
 871,              ,                ,               ,      7416,           0,       4863
 872,              ,                ,               ,      7428,           0,       5155
 873,              ,                ,               ,      7434,           0,       4902
 874,              ,                ,               ,      7448,           0,       4952
 875,              ,                ,               ,      7457,           0,       4955
 876,              ,                ,               ,      7469,           0,       4936
 877,              ,                ,               ,      7483,           0,       4944
 878,              ,                ,               ,      7485,           0,       5051
 879,              ,                ,               ,      7491,           0,       4832
 880,              ,                ,               ,      7503,           0,       4818
 881,              ,                ,               ,      7516,           0,       5142
 882,              ,                ,               ,      7536,           0,       4809
 883,              ,                ,               ,      7546,           0,       4779
 884,              ,                ,               ,      7537,           0,       4666
 885,              ,                ,               ,      7554,           0,       5188
 886,              ,                ,               ,      7547,           0,       5002
 887,              ,                ,               ,      7547,           0,       4780
 888,              ,                ,               ,      7567,           0,       5001
 889,              ,                ,               ,      7566,           0,       4831
 890,              ,                ,               ,      7585,           0,       4844
 891,              ,                ,               ,      7594,           0,       4920
 892,              ,                ,               ,      7612,           0,       4728
 893,              ,                ,               ,      7644,           0,       4776
 894,              ,                ,               ,      7637,           0,       4742
 895,              ,                ,               ,      7637,           0,       4737
 896,              ,                ,               ,      7673,           0,       4792
 897,              ,                ,               ,      7683,           0,       4961
 898,              ,                ,               ,      7680,           0,       4961
 899,              ,                ,               ,      7702,           0,       4967
 900,              ,                ,               ,      7697,           0,       4806
 901,              ,                ,               ,      7710,           0,       4829
 902,              ,                ,               ,      7717,           0,       4815
 903,              ,                ,               ,      7734,           0,       4795
 904,              ,                ,               ,      7729,           0,       4912
 905,              ,                ,               ,      7733,           0,       4813
 906,              ,                ,               ,      7755,           0,       4875
 907,              ,                ,               ,      7771,           0,       4809
 908,              ,                ,               ,      7780,           0,       4855
 909,              ,                ,               ,      7793,           0,       4860
 910,              ,                ,               ,      7800,           0,       4962
 911,              ,                ,               ,      7836,           0,       4849
 912,              ,                ,               ,      7811,           0,       4841
 913,              ,                ,               ,      7830,           0,       4882
 914,              ,                ,               ,      7836,           0,       4857
 915,              ,                ,               ,      7852,           0,       4900
 916,              ,                ,               ,      7853,           0,       4914
 917,              ,                ,               ,      7870,           0,       4958
 918,              ,                ,               ,      7863,           0,       4926
 919,              ,                ,               ,      7895,           0,       4930
 920,              ,                ,               ,      7912,           0,       4899
 921,              ,                ,               ,      7933,           0,       4944
 922,              ,                ,               ,      7939,           0,       5023
 923,              ,                ,               ,      7943,           0,       5013
 924,              ,                ,               ,      7938,           0,       4901
 925,              ,                ,               ,      7956,           0,       5195
 926,              ,                ,               ,      7966,           0,       5068
 927,              ,                ,               ,      7976,           0,       5184
 928,              ,                ,               ,      7982,           0,       4934
 929,              ,                ,               ,      7991,           0,       5102
 930,              ,                ,               ,      8006,           0,       4984
 931,              ,                ,               ,      8027,           0,       4997
 932,              ,                ,               ,      8017,           0,       5037
 933,              ,                ,               ,      8037,           0,       5015
 934,              ,                ,               ,      8026,           0,       5061
 935,              ,                ,               ,      8053,           0,       5103
 936,              ,                ,               ,      8074,           0,       4999
 937,              ,                ,               ,      8090,           0,       5044
 938,              ,                ,               ,      8074,           0,       5002
 939,              ,                ,               ,      8080,           0,       5074
 940,              ,                ,               ,      8096,           0,       5048
 941,              ,                ,               ,      8123,           0,       5062
 942,              ,                ,               ,      8120,           0,       5100
 943,              ,                ,               ,      8133,           0,       5066
 944,              ,                ,               ,      8159,           0,       5073
 945,              ,                ,               ,      8165,           0,       5086
 946,              ,                ,               ,      8180,           0,       5142
 947,              ,                ,               ,      8188,           0,       5094
 948,              ,                ,               ,      8164,           0,       5165
 949,              ,                ,               ,      8183,           0,       5096
 950,              ,                ,               ,      8218,           0,       5072
 951,              ,                ,               ,      8216,           0,       5110
 952,              ,                ,               ,      8224,           0,       5084
 953,              ,                ,               ,      8235,           0,       5127
 954,              ,                ,               ,      8247,           0,       5188
 955,              ,                ,               ,      8256,           0,       5177
 956,              ,                ,               ,      8271,           0,       5112
 957,              ,                ,               ,      8286,           0,       5316
 958,              ,                ,               ,      8327,           0,       5684
 959,              ,                ,               ,      8322,           0,       5390
 960,              ,                ,               ,      8299,           0,       5718
 961,              ,                ,               ,      8309,           0,       5507
 962,              ,                ,               ,      8324,           0,       5369
 963,              ,                ,               ,      8344,           0,       5373
 964,              ,                ,               ,      8351,           0,       5338
 965,              ,                ,               ,      8361,           0,       5259
 966,              ,                ,               ,      8387,           0,       5526
 967,              ,                ,               ,      8383,           0,       5384
 968,              ,                ,               ,      8380,           0,       5212
 969,              ,                ,               ,      8383,           0,       5220
 970,              ,                ,               ,      8398,           0,       5224
 971,              ,                ,               ,      8398,           0,       5188
 972,              ,                ,               ,      8430,           0,       5321
 973,              ,                ,               ,      8440,           0,       5212
 974,              ,                ,               ,      8449,           0,       5302
 975,              ,                ,               ,      8458,           0,       5225
 976,              ,                ,               ,      8447,           0,       5256
 977,              ,                ,               ,      8461,           0,       5259
 978,              ,                ,               ,      8493,           0,       5528
 979,              ,                ,               ,      8495,           0,       5249
 980,              ,                ,               ,      8493,           0,       5319
 981,              ,                ,               ,      8496,           0,       5249
 982,              ,                ,               ,      8539,           0,       5305
 983,              ,                ,               ,      8526,           0,       5346
 984,              ,                ,               ,      8527,           0,       5378
 985,              ,                ,               ,      8541,           0,       5274
 986,              ,                ,               ,      8550,           0,       5316
 987,              ,                ,               ,      8559,           0,       5287
 988,              ,                ,               ,      8564,           0,       5367
 989,              ,                ,               ,      8577,           0,       5435
 990,              ,                ,               ,      8597,           0,       5354
 991,              ,                ,               ,      8601,           0,       5355
 992,              ,                ,               ,      8615,           0,       5368
 993,              ,                ,               ,      8622,           0,       5336
 994,              ,                ,               ,      8643,           0,       5342
 995,              ,                ,               ,      8649,           0,       5578
 996,              ,                ,               ,      8656,           0,       5359
 997,              ,                ,               ,      8663,           0,       5530
 998,              ,                ,               ,      8671,           0,       5501
 999,              ,                ,               ,      8680,           0,       5404
1000,              ,                ,               ,      8693,           0,       5438
