   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time,,,,,,,,,,<RANDOM,,,,,,,,,,,,   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
243,14610,14372,8509,1627,0,1000,,,,,,,,,,,,,,,,,,,,,,243,357,116,0,993,0,0
244,14710,14471,7509,1630,0,0,,,,,,,,,,,,,,,,,,,,,,244,358,116,0,999,0,1001
245,14947,14707,8508,1636,0,999,,,,,,,,,,,,,,,,,,,,,,245,359,116,0,1005,0,0
246,15105,14864,8528,1651,0,983,,,,,,,,,,,,,,,,,,,,,,246,361,117,999,1015,0,0
247,15307,15065,8507,1658,0,1003,,,,,,,,,,,,,,,,,,,,,,247,363,118,0,1018,0,999
248,15412,15169,8509,1660,0,1004,,,,,,,,,,,,,,,,,,,,,,248,365,119,0,1025,0,0
249,15477,15233,9507,1667,0,0,,,,,,,,,,,,,,,,,,,,,,249,366,119,0,1035,0,0
250,15490,15245,9510,1681,0,0,,,,,,,,,,,,,,,,,,,,,,250,367,119,1502,1033,0,0
251,15503,15257,9012,1683,0,1004,,,,,,,,,,,,,,,,,,,,,,251,369,120,0,1045,0,1004
252,15621,15374,8506,1703,0,1003,,,,,,,,,,,,,,,,,,,,,,252,370,120,0,1049,0,0
253,15769,15521,9507,1703,0,0,,,,,,,,,,,,,,,,,,,,,,253,371,120,1003,1061,0,0
254,15802,15553,8509,1712,0,1004,,,,,,,,,,,,,,,,,,,,,,254,373,121,0,1063,0,999
255,15933,15683,9002,1715,0,502,,,,,,,,,,,,,,,,,,,,,,255,375,122,0,1073,0,0
256,16183,15932,9512,1734,0,0,,,,,,,,,,,,,,,,,,,,,,256,376,122,1000,1076,0,0
257,16408,16156,10007,1743,0,0,,,,,,,,,,,,,,,,,,,,,,257,377,122,0,1077,0,999
258,16665,16412,9510,1740,0,1003,,,,,,,,,,,,,,,,,,,,,,258,379,123,0,1088,0,0
259,16796,16542,9507,1754,0,1004,,,,,,,,,,,,,,,,,,,,,,259,380,123,1001,1085,0,0
260,16854,16599,9510,1748,0,1004,,,,,,,,,,,,,,,,,,,,,,260,381,123,0,1089,0,999
261,17113,16857,10011,1759,0,0,,,,,,,,,,,,,,,,,,,,,,261,382,123,0,1088,0,0
262,17342,17085,10511,1776,0,0,,,,,,,,,,,,,,,,,,,,,,262,383,123,998,1096,0,0
263,17597,17339,10508,1785,0,1002,,,,,,,,,,,,,,,,,,,,,,263,384,123,0,1098,0,1001
264,17803,17544,10509,1796,0,0,,,,,,,,,,,,,,,,,,,,,,264,385,123,0,1097,0,0
265,17876,17616,11511,1803,0,0,,,,,,,,,,,,,,,,,,,,,,265,386,123,0,1099,0,503
266,17925,17664,10509,1804,0,999,,,,,,,,,,,,,,,,,,,,,,266,387,123,0,1110,0,0
267,18047,17785,10510,1823,0,1000,,,,,,,,,,,,,,,,,,,,,,267,388,123,1004,1113,0,0
268,18259,17996,9510,1816,0,1505,,,,,,,,,,,,,,,,,,,,,,268,389,123,0,1118,0,1002
269,18350,18086,10511,1826,0,1004,,,,,,,,,,,,,,,,,,,,,,269,390,123,0,1120,0,0
270,18510,18245,10014,1847,0,0,,,,,,,,,,,,,,,,,,,,,,270,391,123,0,1116,0,0
271,18687,18421,11507,1848,0,0,,,,,,,,,,,,,,,,,,,,,,271,393,124,0,1128,0,998
272,18949,18682,10501,1868,0,0,,,,,,,,,,,,,,,,,,,,,,272,396,126,0,1133,0,999
273,18988,18720,10507,1876,0,1000,,,,,,,,,,,,,,,,,,,,,,273,398,127,0,1137,0,0
274,19048,18779,10509,1879,0,1000,,,,,,,,,,,,,,,,,,,,,,274,399,127,1001,1143,0,0
275,19146,18876,11015,1889,0,1001,,,,,,,,,,,,,,,,,,,,,,275,400,127,0,1146,0,999
276,19338,19067,10513,1895,0,998,,,,,,,,,,,,,,,,,,,,,,276,402,128,0,1138,0,0
277,19443,19171,11511,1907,0,0,,,,,,,,,,,,,,,,,,,,,,277,405,130,0,1145,0,0
278,19464,19191,10509,1905,0,999,,,,,,,,,,,,,,,,,,,,,,278,406,130,0,1162,0,0
279,19523,19249,11508,1914,0,0,,,,,,,,,,,,,,,,,,,,,,279,407,130,1503,1162,0,0
280,19673,19398,12017,1919,0,0,,,,,,,,,,,,,,,,,,,,,,280,408,130,0,1165,0,1004
281,19787,19511,11514,1925,0,0,,,,,,,,,,,,,,,,,,,,,,281,410,131,0,1165,0,1003
282,20023,19746,11510,1947,0,998,,,,,,,,,,,,,,,,,,,,,,282,411,131,0,1170,0,0
283,20118,19840,11509,1948,0,1000,,,,,,,,,,,,,,,,,,,,,,283,413,132,1000,1175,0,0
284,20314,20035,11511,1956,0,502,,,,,,,,,,,,,,,,,,,,,,284,414,132,0,1182,0,999
285,20320,20040,12517,1965,0,0,,,,,,,,,,,,,,,,,,,,,,285,415,132,0,1186,0,1000
286,20573,20292,12510,1975,0,0,,,,,,,,,,,,,,,,,,,,,,286,417,133,0,1192,0,0
287,20582,20300,12510,1989,0,998,,,,,,,,,,,,,,,,,,,,,,287,419,134,999,1201,0,0
288,20603,20320,11014,1992,0,1004,,,,,,,,,,,,,,,,,,,,,,288,422,136,0,1204,0,999
289,20724,20440,12512,2001,0,0,,,,,,,,,,,,,,,,,,,,,,289,426,139,0,1208,0,999
290,20929,20644,11497,2013,0,999,,,,,,,,,,,,,,,,,,,,,,290,427,139,0,1221,0,0
291,21152,20866,11511,2019,0,1502,,,,,,,,,,,,,,,,,,,,,,291,428,139,999,1216,0,0
292,21410,21123,12519,2032,0,0,,,,,,,,,,,,,,,,,,,,,,292,429,139,0,1215,0,1000
293,21682,21394,12510,2036,0,0,,,,,,,,,,,,,,,,,,,,,,293,430,139,503,1215,0,0
294,21843,21554,11510,2045,0,1502,,,,,,,,,,,,,,,,,,,,,,294,431,139,0,1231,0,1004
295,21889,21599,12527,2067,0,999,,,,,,,,,,,,,,,,,,,,,,295,432,139,0,1232,0,1002
296,22050,21759,12512,2050,0,999,,,,,,,,,,,,,,,,,,,,,,296,435,141,0,1237,0,0
297,22113,21821,13013,2061,0,1003,,,,,,,,,,,,,,,,,,,,,,297,436,141,999,1245,0,0
298,22281,21988,12514,2070,0,1001,,,,,,,,,,,,,,,,,,,,,,298,437,141,0,1251,0,1000
299,22519,22225,12510,2082,0,999,,,,,,,,,,,,,,,,,,,,,,299,438,141,0,1259,0,999
300,22660,22365,13015,2096,0,1004,,,,,,,,,,,,,,,,,,,,,,300,439,141,0,1259,0,1001
301,22837,22541,13507,2099,0,1000,,,,,,,,,,,,,,,,,,,,,,301,440,141,0,1260,0,0
302,23000,22703,12507,2105,0,1502,,,,,,,,,,,,,,,,,,,,,,302,441,141,999,1267,0,0
303,23234,22936,13518,2111,0,1000,,,,,,,,,,,,,,,,,,,,,,303,443,142,0,1262,0,999
304,23500,23201,12509,2118,0,999,,,,,,,,,,,,,,,,,,,,,,304,446,144,0,1273,0,0
305,23716,23416,14038,2124,0,998,,,,,,,,,,,,,,,,,,,,,,305,450,147,0,1280,0,0
306,23835,23534,13512,2146,0,1000,,,,,,,,,,,,,,,,,,,,,,306,451,147,0,1282,0,1003
307,23868,23566,14030,2147,0,0,,,,,,,,,,,,,,,,,,,,,,307,452,147,0,1284,0,1003
308,23956,23653,14511,2166,0,0,,,,,,,,,,,,,,,,,,,,,,308,454,148,0,1291,0,0
309,24159,23855,14020,2171,0,999,,,,,,,,,,,,,,,,,,,,,,309,455,148,0,1296,0,0
310,24283,23978,13509,2167,0,1000,,,,,,,,,,,,,,,,,,,,,,310,456,148,999,1315,0,0
311,24463,24157,14020,2182,0,999,,,,,,,,,,,,,,,,,,,,,,311,457,148,0,1311,0,999
312,24640,24333,13509,2195,0,0,,,,,,,,,,,,,,,,,,,,,,312,458,148,0,1328,0,1000
313,24713,24405,15021,2207,0,999,,,,,,,,,,,,,,,,,,,,,,313,460,149,0,1329,0,999
314,24913,24604,13511,2211,0,999,,,,,,,,,,,,,,,,,,,,,,314,462,150,0,1327,0,0
315,25215,24905,15022,2222,0,998,,,,,,,,,,,,,,,,,,,,,,315,463,150,999,1342,0,0
316,25412,25101,15016,2231,0,502,,,,,,,,,,,,,,,,,,,,,,316,464,150,0,1331,0,0
317,25450,25138,15041,2235,0,999,,,,,,,,,,,,,,,,,,,,,,317,465,150,0,1342,0,999
318,25563,25250,14013,2247,0,1004,,,,,,,,,,,,,,,,,,,,,,318,467,151,502,1348,0,0
319,25664,25350,15514,2262,0,999,,,,,,,,,,,,,,,,,,,,,,319,470,153,0,1357,0,0
320,25723,25408,14021,2264,0,1004,,,,,,,,,,,,,,,,,,,,,,320,474,156,0,1379,0,1003
321,25726,25410,15508,2273,0,999,,,,,,,,,,,,,,,,,,,,,,321,475,156,0,1381,0,999
322,25838,25521,14033,2284,0,1001,,,,,,,,,,,,,,,,,,,,,,322,476,156,0,1366,0,999
323,26112,25794,16012,2293,0,1004,,,,,,,,,,,,,,,,,,,,,,323,477,156,0,1378,0,0
324,26117,25798,15514,2307,0,998,,,,,,,,,,,,,,,,,,,,,,324,478,156,0,1376,0,0
325,26323,26003,18023,2320,0,999,,,,,,,,,,,,,,,,,,,,,,325,480,157,1000,1379,0,0
326,26505,26184,15017,2323,0,1003,,,,,,,,,,,,,,,,,,,,,,326,481,157,0,1388,0,0
327,26575,26253,15510,2328,0,999,,,,,,,,,,,,,,,,,,,,,,327,482,157,0,1394,0,999
328,26701,26378,15020,2335,0,1001,,,,,,,,,,,,,,,,,,,,,,328,484,158,0,1401,0,0
329,26782,26458,16014,2344,0,0,,,,,,,,,,,,,,,,,,,,,,329,485,158,1502,1402,0,0
330,26802,26477,14510,2345,0,998,,,,,,,,,,,,,,,,,,,,,,330,486,158,0,1403,0,1004
331,27120,26794,16020,2360,0,1000,,,,,,,,,,,,,,,,,,,,,,331,488,159,0,1410,0,1003
332,27125,26798,15516,2350,0,503,,,,,,,,,,,,,,,,,,,,,,332,490,160,0,1411,0,999
333,27374,27046,16519,2363,0,1001,,,,,,,,,,,,,,,,,,,,,,333,494,163,0,1424,0,1000
334,27404,27075,15031,2384,0,0,,,,,,,,,,,,,,,,,,,,,,334,495,163,0,1425,0,999
335,27492,27162,17018,2390,0,1003,,,,,,,,,,,,,,,,,,,,,,335,496,163,0,1430,0,0
336,27510,27179,15515,2409,0,1008,,,,,,,,,,,,,,,,,,,,,,336,497,163,0,1428,0,0
337,27759,27427,16013,2421,0,1001,,,,,,,,,,,,,,,,,,,,,,337,498,163,998,1430,0,0
338,27898,27565,16015,2421,0,1004,,,,,,,,,,,,,,,,,,,,,,338,499,163,0,1443,0,0
339,27964,27630,15511,2431,0,2018,,,,,,,,,,,,,,,,,,,,,,339,500,163,0,1453,0,1000
340,28161,27826,15516,2437,0,1001,,,,,,,,,,,,,,,,,,,,,,340,502,164,0,1453,0,999
341,28339,28003,17021,2439,0,999,,,,,,,,,,,,,,,,,,,,,,341,504,165,0,1454,0,0
342,28539,28202,16017,2440,0,1001,,,,,,,,,,,,,,,,,,,,,,342,505,165,1003,1452,0,0
343,28844,28506,16515,2460,0,1502,,,,,,,,,,,,,,,,,,,,,,343,506,165,0,1466,0,0
344,28864,28525,16520,2476,0,998,,,,,,,,,,,,,,,,,,,,,,344,507,165,0,1467,0,999
345,28870,28530,17021,2486,0,999,,,,,,,,,,,,,,,,,,,,,,345,510,167,0,1475,0,999
346,29148,28807,17020,2492,0,1000,,,,,,,,,,,,,,,,,,,,,,346,512,168,0,1479,0,999
347,29470,29128,17011,2504,0,1004,,,,,,,,,,,,,,,,,,,,,,347,517,172,0,1483,0,1000
348,29595,29252,16511,2508,0,1000,,,,,,,,,,,,,,,,,,,,,,348,518,172,0,1492,0,999
349,29832,29488,18019,2515,0,999,,,,,,,,,,,,,,,,,,,,,,349,519,172,0,1494,0,999
350,30163,29818,17021,2522,0,1000,,,,,,,,,,,,,,,,,,,,,,350,520,172,0,1515,0,0
351,30196,29850,17018,2543,0,998,,,,,,,,,,,,,,,,,,,,,,351,522,173,0,1515,0,1502
352,30502,30155,18020,2550,0,0,,,,,,,,,,,,,,,,,,,,,,352,524,174,0,1518,0,1004
353,30661,30313,18026,2562,0,1002,,,,,,,,,,,,,,,,,,,,,,353,525,174,0,1522,0,1003
354,30999,30650,16509,2574,0,1502,,,,,,,,,,,,,,,,,,,,,,354,526,174,0,1526,0,999
355,31235,30885,18517,2575,0,0,,,,,,,,,,,,,,,,,,,,,,355,527,174,0,1530,0,999
356,31469,31118,19019,2572,0,999,,,,,,,,,,,,,,,,,,,,,,356,528,174,0,1533,0,999
357,31496,31144,18021,2585,0,999,,,,,,,,,,,,,,,,,,,,,,357,530,175,0,1539,0,1001
358,31581,31228,18024,2596,0,1001,,,,,,,,,,,,,,,,,,,,,,358,531,175,0,1551,0,1000
359,31903,31549,19019,2613,0,1000,,,,,,,,,,,,,,,,,,,,,,359,532,175,0,1559,0,998
360,31975,31620,18019,2614,0,999,,,,,,,,,,,,,,,,,,,,,,360,533,175,0,1561,0,999
361,32202,31846,19523,2621,0,1000,,,,,,,,,,,,,,,,,,,,,,361,535,176,0,1565,0,1000
362,32492,32135,18020,2624,0,1000,,,,,,,,,,,,,,,,,,,,,,362,538,178,0,1578,0,502
363,32704,32346,20019,2623,0,1001,,,,,,,,,,,,,,,,,,,,,,363,539,178,0,1579,0,1004
364,33028,32669,18021,2667,0,1000,,,,,,,,,,,,,,,,,,,,,,364,543,181,0,1581,0,1003
365,33065,32705,20021,2670,0,1001,,,,,,,,,,,,,,,,,,,,,,365,544,181,0,1590,0,999
366,33324,32963,18521,2671,0,1000,,,,,,,,,,,,,,,,,,,,,,366,545,181,0,1594,0,1000
367,33516,33154,20020,2685,0,1001,,,,,,,,,,,,,,,,,,,,,,367,546,181,0,1601,0,999
368,33529,33166,19017,2671,0,1001,,,,,,,,,,,,,,,,,,,,,,368,548,182,0,1603,0,1001
369,33717,33353,19018,2680,0,998,,,,,,,,,,,,,,,,,,,,,,369,550,183,0,1608,0,999
370,33913,33548,19020,2684,0,999,,,,,,,,,,,,,,,,,,,,,,370,551,183,0,1613,0,999
371,33997,33631,20523,2693,0,0,,,,,,,,,,,,,,,,,,,,,,371,552,183,0,1621,0,0
372,34205,33838,20023,2708,0,1502,,,,,,,,,,,,,,,,,,,,,,372,553,183,1502,1627,0,0
373,34466,34098,20021,2720,0,1004,,,,,,,,,,,,,,,,,,,,,,373,555,184,1003,1629,0,0
374,34522,34153,20020,2737,0,1003,,,,,,,,,,,,,,,,,,,,,,374,556,184,1003,1637,0,0
375,34531,34161,20021,2730,0,1000,,,,,,,,,,,,,,,,,,,,,,375,557,184,999,1637,0,0
376,34589,34218,19518,2734,0,0,,,,,,,,,,,,,,,,,,,,,,376,559,185,1001,1656,0,0
377,34803,34431,20008,2746,0,999,,,,,,,,,,,,,,,,,,,,,,377,562,187,998,1663,0,0
378,35062,34689,20019,2768,0,1000,,,,,,,,,,,,,,,,,,,,,,378,566,190,1000,1665,0,0
379,35257,34883,21023,2767,0,999,,,,,,,,,,,,,,,,,,,,,,379,568,191,0,1662,0,0
380,35567,35192,20017,2775,0,0,,,,,,,,,,,,,,,,,,,,,,380,569,191,0,1687,0,999
381,35938,35562,20524,2774,0,1004,,,,,,,,,,,,,,,,,,,,,,381,570,191,0,1696,0,1000
382,36039,35662,21021,2792,0,1000,,,,,,,,,,,,,,,,,,,,,,382,572,192,0,1686,0,502
383,36421,36043,21019,2805,0,1001,,,,,,,,,,,,,,,,,,,,,,383,573,192,0,1698,0,1004
384,36746,36367,21017,2803,0,998,,,,,,,,,,,,,,,,,,,,,,384,576,194,0,1711,0,0
385,36972,36592,22033,2812,0,1004,,,,,,,,,,,,,,,,,,,,,,385,577,194,0,1714,0,0
386,37178,36797,21019,2822,0,1003,,,,,,,,,,,,,,,,,,,,,,386,578,194,999,1700,0,0
387,37310,36928,21020,2836,0,1000,,,,,,,,,,,,,,,,,,,,,,387,579,194,1000,1710,0,0
388,37429,37046,21018,2836,0,1008,,,,,,,,,,,,,,,,,,,,,,388,580,194,1000,1719,0,0
389,37507,37123,22521,2841,0,1004,,,,,,,,,,,,,,,,,,,,,,389,582,195,0,1718,0,0
390,37838,37453,21020,2859,0,1000,,,,,,,,,,,,,,,,,,,,,,390,585,197,0,1727,0,0
391,37984,37598,22019,2865,0,1004,,,,,,,,,,,,,,,,,,,,,,391,586,197,1503,1734,0,0
392,38182,37795,21523,2877,0,1004,,,,,,,,,,,,,,,,,,,,,,392,588,198,1003,1738,0,0
393,38499,38111,23024,2886,0,1001,,,,,,,,,,,,,,,,,,,,,,393,589,198,1003,1741,0,0
394,38817,38428,22018,2912,0,1001,,,,,,,,,,,,,,,,,,,,,,394,590,198,0,1739,0,1000
395,39153,38763,22524,2910,0,2007,,,,,,,,,,,,,,,,,,,,,,395,592,199,0,1743,0,999
396,39259,38868,22021,2917,0,1000,,,,,,,,,,,,,,,,,,,,,,396,593,199,0,1759,0,1001
397,39562,39170,23018,2932,0,1519,,,,,,,,,,,,,,,,,,,,,,397,594,199,0,1762,0,998
398,39955,39562,23028,2925,0,998,,,,,,,,,,,,,,,,,,,,,,398,595,199,0,1765,0,1000
399,40252,39858,23029,2924,0,1001,,,,,,,,,,,,,,,,,,,,,,399,597,200,0,1770,0,999
400,40513,40118,22527,2966,0,1003,,,,,,,,,,,,,,,,,,,,,,400,598,200,0,1777,0,1503
401,40634,40238,24020,2974,0,998,,,,,,,,,,,,,,,,,,,,,,401,599,200,0,1781,0,1003
402,40717,40320,23528,2961,0,1003,,,,,,,,,,,,,,,,,,,,,,402,601,201,0,1774,0,1003
403,40951,40553,24019,2969,0,998,,,,,,,,,,,,,,,,,,,,,,403,603,202,0,1781,0,999
404,41354,40956,23527,2986,0,1003,,,,,,,,,,,,,,,,,,,,,,404,607,205,0,1793,0,1000
405,41362,40963,24021,3003,0,998,,,,,,,,,,,,,,,,,,,,,,405,608,205,0,1804,0,1000
406,41431,41031,24033,3011,0,1003,,,,,,,,,,,,,,,,,,,,,,406,609,205,0,1803,0,0
407,41509,41108,24022,3007,0,999,,,,,,,,,,,,,,,,,,,,,,407,610,205,999,1812,0,0
408,41828,41426,23531,3025,0,998,,,,,,,,,,,,,,,,,,,,,,408,611,205,999,1817,0,0
409,42131,41728,25036,3035,0,0,,,,,,,,,,,,,,,,,,,,,,409,612,205,0,1815,0,1503
410,42475,42071,25029,3031,0,999,,,,,,,,,,,,,,,,,,,,,,410,613,205,0,1814,0,0
411,42871,42466,25521,3042,0,1004,,,,,,,,,,,,,,,,,,,,,,411,616,207,1003,1827,0,0
412,43063,42657,25026,3062,0,998,,,,,,,,,,,,,,,,,,,,,,412,620,210,1000,1830,0,999
413,43172,42765,25541,3082,0,998,,,,,,,,,,,,,,,,,,,,,,413,621,210,0,1834,0,999
414,43199,42791,24525,3067,0,999,,,,,,,,,,,,,,,,,,,,,,414,622,210,0,1844,0,1001
415,43481,43072,26534,3076,0,1000,,,,,,,,,,,,,,,,,,,,,,415,623,210,0,1858,0,999
416,43544,43134,24528,3093,0,1004,,,,,,,,,,,,,,,,,,,,,,416,624,210,0,1852,0,999
417,43648,43237,26021,3101,0,999,,,,,,,,,,,,,,,,,,,,,,417,625,210,0,1855,0,999
418,43872,43460,26033,3110,0,1009,,,,,,,,,,,,,,,,,,,,,,418,626,210,1000,1852,0,503
419,43979,43566,25519,3126,0,1003,,,,,,,,,,,,,,,,,,,,,,419,628,211,0,1856,0,1004
420,44099,43685,25018,3136,0,1000,,,,,,,,,,,,,,,,,,,,,,420,629,211,0,1872,0,1003
421,44243,43828,26032,3143,0,999,,,,,,,,,,,,,,,,,,,,,,421,630,211,0,1871,0,999
422,44443,44027,25531,3155,0,999,,,,,,,,,,,,,,,,,,,,,,422,631,211,1000,1894,0,0
423,44572,44155,26524,3157,0,1005,,,,,,,,,,,,,,,,,,,,,,423,633,212,0,1895,0,1001
424,44961,44543,26026,3163,0,999,,,,,,,,,,,,,,,,,,,,,,424,634,212,0,1891,0,999
425,45218,44799,27034,3175,0,999,,,,,,,,,,,,,,,,,,,,,,425,635,212,0,1895,0,1000
426,45420,45000,25530,3185,0,1003,,,,,,,,,,,,,,,,,,,,,,426,636,212,0,1900,0,1502
427,45482,45061,26521,3194,0,1003,,,,,,,,,,,,,,,,,,,,,,427,637,212,0,1904,0,1004
428,45531,45109,26024,3192,0,999,,,,,,,,,,,,,,,,,,,,,,428,639,213,0,1919,0,1003
429,45699,45276,27036,3205,0,2000,,,,,,,,,,,,,,,,,,,,,,429,640,213,0,1924,0,999
430,45713,45289,25532,3208,0,1000,,,,,,,,,,,,,,,,,,,,,,430,641,213,0,1911,0,0
431,45755,45330,27524,3218,0,1003,,,,,,,,,,,,,,,,,,,,,,431,642,213,1000,1928,0,1000
432,45808,45382,25525,3242,0,0,,,,,,,,,,,,,,,,,,,,,,432,643,213,0,1942,0,999
433,46132,45705,27533,3253,0,999,,,,,,,,,,,,,,,,,,,,,,433,645,214,0,1945,0,999
434,46327,45899,26535,3260,0,998,,,,,,,,,,,,,,,,,,,,,,434,646,214,0,1947,0,999
435,46383,45954,27531,3266,0,999,,,,,,,,,,,,,,,,,,,,,,435,647,214,0,1945,0,1503
436,46533,46103,26024,3271,0,2006,,,,,,,,,,,,,,,,,,,,,,436,648,214,0,1964,0,1004
437,46714,46283,27525,3281,0,1003,,,,,,,,,,,,,,,,,,,,,,437,649,214,0,1965,0,1003
438,46827,46395,26024,3295,0,999,,,,,,,,,,,,,,,,,,,,,,438,650,214,999,1971,0,0
439,46950,46517,27033,3293,0,999,,,,,,,,,,,,,,,,,,,,,,439,651,214,999,1966,0,1006
440,46984,46550,26530,3306,0,999,,,,,,,,,,,,,,,,,,,,,,440,652,214,0,1992,0,993
441,47226,46791,28532,3316,0,1001,,,,,,,,,,,,,,,,,,,,,,441,655,216,0,1996,0,999
442,47280,46844,26525,3307,0,1003,,,,,,,,,,,,,,,,,,,,,,442,656,216,0,1990,0,999
443,47294,46857,27025,3310,0,2007,,,,,,,,,,,,,,,,,,,,,,443,657,216,0,1990,0,1502
444,47481,47043,26020,3332,0,1503,,,,,,,,,,,,,,,,,,,,,,444,658,216,0,2003,0,1004
445,47907,47468,29033,3331,0,1001,,,,,,,,,,,,,,,,,,,,,,445,659,216,1003,2006,0,0
446,48298,47858,27032,3352,0,2001,,,,,,,,,,,,,,,,,,,,,,446,660,216,0,2020,0,999
447,48726,48285,28528,3368,0,1000,,,,,,,,,,,,,,,,,,,,,,447,661,216,0,2021,0,999
448,49080,48638,28529,3393,0,999,,,,,,,,,,,,,,,,,,,,,,448,662,216,0,2021,0,1000
449,49407,48964,28845,3400,0,999,,,,,,,,,,,,,,,,,,,,,,449,663,216,0,2024,0,0
450,49779,49335,28037,3402,0,1999,,,,,,,,,,,,,,,,,,,,,,450,665,217,1000,2026,0,0
451,50229,49784,29531,3402,0,1502,,,,,,,,,,,,,,,,,,,,,,451,668,219,0,2031,0,512
452,50238,49792,28030,3426,0,999,,,,,,,,,,,,,,,,,,,,,,452,669,219,0,2055,0,1003
453,50362,49915,30033,3427,0,1502,,,,,,,,,,,,,,,,,,,,,,453,670,219,0,2061,0,0
